id,query1,query2,label
321,服用博祥新雪片后会过敏的吗,哺乳期间误食了博祥新雪片对孩子有影响吗,0
322,怀孕感冒吃了感冒清怎么办,怀孕感冒吃了感冒清会怎么样？,1
323,百利阿莫西林胶囊有什么作用？,阿莫西林胶囊是消炎药吗？,0
324,上呼吸道感染和下呼吸道感染有什么区别？,上呼吸道感染和下呼吸道感染的区别,1
325,肺炎的症状是什么,肺炎有什么症状,1
326,孕妇有上呼吸道感染可以服用化痰消咳片吗,可以长期服用化痰消咳片吗,0
327,怀孕期间吃了感冒药会不会影响胎儿,怀孕期间吃感冒药对胎儿有什么影响吗,1
328,什么是肺气肿肺气肿的症状有哪些,肺气肿是怎么定义的？有哪些症状？,1
329,托平缬沙坦胶囊副作用有几个方面,托平缬沙坦胶囊是治疗高血压的药吗,0
330,浦乳期不小心感冒了，能不能吃些感冒药？,哺乳期的妈妈感冒吃感冒药行吗？,1
331,得了支原体肺炎可以服用顺尔宁吗,得了支原体肺炎能否服用顺尔宁？,1
332,怀孕23周6天，感冒了怎么治,怀孕感冒了要怎样做,1
333,琦鹰汉藏七味螃蟹甲丸的效果好吗,琦鹰汉藏七味螃蟹甲丸的作用大吗,1
334,肺气肿要注意怎样的饮食原则？,肺气肿能吃百合中药酵素吗？,0
335,导致小儿支原体肺炎的原因有哪些？,小儿支原体肺炎是怎么造成的？,1
336,小孩热伤风有哪些症状?,小孩热伤风有什么症状,1
337,刚刚满月的婴儿感冒怎么办？,刚满月婴儿，呼吸不畅，不睡觉，是不是感冒了？,0
338,孕妇咳嗽的时候喝泻白糖浆有没有用,服用泻白糖浆需要注意哪些事项,0
339,吃感冒药期间怀孕是不是有影响,孕妇吃感冒药期间怀孕了，有什么影响,1
340,肺气肿是什么原因导致的,引起肺气肿的原因有什么呢？,1
341,孕妇经常闻风油精和花露水好吗,孕妇经常闻花露水和风油精是病吗,0
342,肺炎支原体抗体传播途径有哪些？,肺炎支原体有什么后遗症吗？,0
343,你好感冒嗓子疼可以吃利君沙吗,头孢还是利君沙哪个好,0
344,宝宝上呼吸道感染吃什么药,宝宝上呼吸道感染吃什么药快,0
345,什么是结核性渗出性胸膜炎？,结核性渗出性胸膜炎有什么治疗方法？,0
346,请问肺炎是怎样引起的？,请问肺炎是什么导致的的？,1
347,小孩患支原体肺炎，还低烧，怎么办？,小孩支原体肺炎出院后会持续低热吗？,0
348,中药可以治好结核胸膜炎吗,中药治结核胸膜炎效果好吗,1
349,一直不停的打喷嚏，感冒了怎么办呢？,感冒打喷嚏该怎么办呢？,1
350,小儿支原体肺炎怎么治疗,小儿支原体肺炎的注意事项是什么？,0
351,小儿支原体肺炎会反复发作吗？,小儿支原体肺炎怎么治？,0
352,咳嗽变异性哮喘有什么危害呢?,咳嗽变异性哮喘症状有哪些？,0
353,请问肺气肿属于什么类型的疾病？,肺气肿和重度肺气肿有什么区别,0
354,2019年新型肺炎症状,新型冠状病毒肺炎的症状,1
355,小宝宝感冒流鼻涕咋办,小宝宝感冒流鼻涕怎么办才好,1
356,左下肺炎要注意什么饮食？,您好我想问下氟康唑胶囊的具体服法,0
357,小儿肺炎支原体肺炎有没有后遗症?,小儿肺炎支原体肺炎会留下后遗症吗？,1
358,我是不是患了肺气肿了，总是呼吸困难,肺气肿呼吸困难是什么缘故？,0
359,肺炎刚好，想给孩子吃点益生菌可以吗,肺炎好了孩子可以吃益生菌吗,1
360,孩子肺炎咳嗽反复很是无奈怎么办,肺炎咳嗽会导致胸闷气短吗,0
361,中药能治好结核胸膜炎吗,结核胸膜炎严重吗,0
362,哮喘发作时是否需要使用抗生素,哮喘发作需要吃抗生素吗？,1
363,室友身上有芥疮 晚上感觉手臂上痒痒的是什么病,身上有芥疮怎么治疗,0
364,胸膜炎打头孢匹胺有用吗,胸膜炎打头孢匹胺管用吗？,1
365,感冒了怎么办才能好的快一些呢？,有什么方法能让感冒好的快一些呢,1
366,慢阻肺与肺气肿这两种疾病有什么区别？,慢阻肺和肺气肿是什么关系,0
367,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏是怎么使用的？,1
368,为什么氨曲南输液时血管会痛？,氨曲南输液时血管会痛正常吗？,0
369,孕妇有轻微感冒该怎么办？,孕妇有轻微感冒有什么办法,1
370,造成小儿支原体肺炎的原因有哪些？,小儿支原体肺炎的病因是什么？,1
371,胸膜炎治愈后胸以后会痛吗,胸膜炎痊愈后胸肋疼痛,0
372,感冒上呼吸道感染的区别,普通感冒与呼吸道感染有区别吗？,0
373,罗红霉素和头孢是不是可以消炎的呢,头孢和罗红霉素颗粒小孩纸不是不适合吃,0
374,胸膜炎可以根治吗严重吗,胸膜炎会不会传染，严重吗？能不能治愈？,0
375,长期坐姿不好会得胸膜炎吗,长期坐姿不好的坏处有什么,0
376,上呼吸道感染是什么疾病？,什么是上呼吸道感染,1
377,肺炎支原体抗体阳性怎么办？,小儿肺炎支原体抗体阳性怎么治疗?,0
378,儿童支原体肺炎该如何治疗？,孩子得了支原体肺炎要怎么治疗？,1
379,慢性肺气肿要怎样氧疗正确？,慢性肺气肿该怎么正确氧疗？,1
380,肺炎克雷伯杆菌肺炎的治疗方法有哪些,克雷伯杆菌肺炎是什么病？,0
381,小孩感冒发热吃药还是打针？,小孩感冒发热建议吃药还是打针,1
382,肺炎双球菌感染怎么治疗管用？,肺炎双球菌感染是怎么回事？,0
383,两岁六个月宝宝支原体肺炎怎么办？,宝宝支原体肺炎多久能好？,0
384,上呼吸道感染需要吃罗红霉素吗？,上呼吸道感染能吃罗红霉素吗？,1
385,不明原因肺炎诊断要同时具备哪些条件,不明原因肺炎的诊断条件,1
386,一般都是什么原因引起的胸膜炎？,胸膜炎增厚是什么原因引起的,0
387,小孩子吃了感冒药为什么总想睡觉？,小孩子感冒咳嗽能服用肺力咳吗,0
388,龙鹿丸太补吃了嗓子疼怎么办,龙鹿丸吃多长时间才会有效果,0
389,九个月宝宝流鼻涕怎么办,九个月宝宝流鼻涕可以吃三九感冒灵吗,0
390,肺气肿引发心脏问题后还能打感冒预防针吗,肺气肿加心脏病可以打感冒预防针吗,1
391,胸膜炎复查需要拍CT吗,胸膜炎复查拍CT有必要吗,1
392,要是孕妇感冒了可以吃什么,要是孕妇感冒了可以吃什么？？,1
393,胸膜炎对男了阴茎有什么影响吗,胸膜炎对男了阴茎影响大吗,1
394,硫酸沙丁胺醇吸入气雾剂适合老人用吗？,老年人能否用硫酸沙丁胺醇吸入气雾剂？,1
395,胸膜炎吃什么可以消除积水,胸膜炎吃什么消除积水效果好,1
396,支原体衣原体尿道炎用罗红霉素怎么样,罗红霉素怎么样,0
397,怎样才能检查出开放性结核胸膜炎,开放性结核胸膜炎怎么检查,1
398,小儿上呼吸道感染怎么办？,小儿上呼吸道感染如何预防？,0
399,小孩咳嗽有痰还有点哮喘怎么办,咳嗽，哮喘能喝酸奶吗？,0
400,请问顺尔宁能否治支原体衣原体肺炎有没有效果？,请问顺尔宁可以治支原体衣原体肺炎吗会有效果吗？,1
401,发烧，咽痛，有痰咳嗽上呼吸道感染,发烧，咽痛，有痰咳嗽上呼吸道感染怎么办,1
402,用阿奇霉素干混悬剂治疗小儿支原体肺炎见效吗？,阿奇霉素干混悬剂有什么副作用？,0
403,冬天扁桃体经常发炎怎么回事,扁桃体经常发炎该怎么治疗,1
404,吃什么药可以治疗干咳无痰呢,干咳无痰喉咙痒是新型肺炎吗,0
405,新型肺炎确诊病例首现9个月婴儿,婴儿肺炎，怎么办？,0
406,老年人肺气肿的症状有哪些?,老人家肺气肿吃什么好？,0
407,23价肺炎疫苗打后发烧正常吗,老年人终末期肺炎怎么回事,0
408,陈旧性胸膜炎应注意什么,陈旧性胸膜炎有什么需要注意的,1
409,请问咳嗽很凶适合服用氢溴酸右美沙芬片吗,请问咳嗽严重服用氢溴酸右美沙芬片会有副作用吗？,0
410,经常感冒是怎么引起的啊？,为什么经常感冒？,1
411,孕妇能经常闻风油精和花露水吗,孕妇经常闻花露水和风油精是病吗,0
412,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片可以随便吃吗,0
413,23价肺炎疫苗和13价的区别是什么?,23价肺炎疫苗和13价是干什么的,0
414,过敏性哮喘的过敏源是什么,过敏性哮喘是哮喘吗,0
415,您好，我爸肺气肿好多年，能吃补肺丸吗？,多年肺气肿吃药能治好吗,0
416,痰多但不咳漱能吃复方桔梗怯咳片吗,复方桔梗怯咳片的药理作用是什么,0
417,感冒主要是怎么传播的？,感冒吃什么药最好？,0
418,请问小儿咳喘灵口服液的正确使用方法是什么？,请问小儿咳喘灵口服液如何正确服用？,1
419,什么药物可以快速治疗肺炎呢？,肺炎有什么特效药？,1
420,变异性哮喘能吃什么呢,变异性哮喘该如何确认？,0
421,感冒头痛全身酸痛眼睛迷糊怎么办,全身酸痛眼睛迷糊于颈椎有关系吗,0
422,刚刚满月的婴儿感冒怎么办？,刚满月的宝宝感冒可以用哪些药？,0
423,武汉不明原因肺炎的症状有哪些症状,不明原因肺炎的潜伏期多久,0
424,孩子肺炎怎么治疗好得快一点,"一岁宝宝有点肺炎,怎么办呢",0
425,匹多莫德分散片成分是什么,匹多莫德分散片成分有哪些,1
426,新康泰克通气鼻贴孕妇能用吗?,新康泰克通气鼻贴适用于哪些症状,0
427,手术后和创伤后肺炎如何保健护理,手术后和创伤后肺炎怎么预防？,0
428,阿奇霉素干混悬剂治疗小儿支原体肺炎有效果吗？,阿奇霉素干混悬剂治疗小儿支原体肺炎用法用量是什么？,0
429,众生丸饭后使用吗服用是需要注意什么呢,众生丸的生产厂家是哪里,0
430,怀孕16周多感冒了怎么治？,怀孕16周感冒了可以服用阿莫西林胶囊吗,0
431,哺乳期可以吃三九感冒灵颗粒吗,三九感冒灵颗粒哺乳期能吃吗,1
432,小孩受凉感冒该用哪种感冒药,小孩受凉感冒吃那种药副作用小,0
433,巴斯德菌肺炎要怎么诊断检查？,诊断巴斯德菌肺炎要怎么检查？,1
434,急支糖浆治疗肺炎可以吗？,急支糖浆可以治疗肺炎吗？,1
435,小孩上呼吸道感染反复发烧怎么办,小孩上呼吸道感染持续发热几天能好,0
436,病毒性感冒一般需要几天能痊愈？,病毒性感冒一般需要几天能好,1
437,感冒了吃中药和西药哪个效果好,感冒了会不会引起发烧,0
438,喉咙有异物感多口水怎么办？,喉咙有异物感多口水是怎么回事？,0
439,最近胸闷咳嗽呼吸困难是得了哮喘吗？,哮喘有哪些症状表现？,0
440,如何治疗过敏性哮喘，这种病能根治吗？,过敏性哮喘有哪些症状？,0
441,怀孕快三个月了感冒了怎么办,孕妇需要注意饮食避免劳累,0
442,三个月的孩子支气管炎反复的咳咳不好,小孩支气管炎是怎么引起的？,0
443,怎么治疗小儿支原体肺炎？,怎么诊断小儿支原体肺炎？,0
444,什么原因引起胸膜炎,胸膜炎严重吗？,0
445,宝宝胃肠性感冒的症状表现有哪些,宝宝胃肠性感冒的症状表现有什么,1
446,肺气肿能治好吗怎么治？,得了肺气肿应该注意什么？,0
447,富露施乙酰半胱氨酸颗粒对身体的危害大吗,服用富露施乙酰半胱氨酸颗粒需要忌口吗,0
448,你好我想知道百令胶囊是怎么吃的？,你好我想知道怎么服用百令胶囊？,1
449,支气管堵塞会引起胸膜炎吗,支气管堵塞有可能引起胸膜炎吗,1
450,四岁小孩感冒头疼怎么办好？,儿童偏头痛症状有哪些？,0
451,孕妇可以吃百补增力丸吗,孕妇能吃百补增力丸吗,1
452,过敏性哮喘一般活几年,过敏性哮喘能活多长时间,1
453,变异性哮喘病是怎么造成的？,咳嗽变异性哮喘病人有什么注意事项吗？,0
454,纤维素性胸膜炎是什么病,什么是纤维素性胸膜炎？,1
455,肺气肿的诊断标准是什么?,肺气肿的诊断标准包括哪些？,1
456,3岁小孩肺炎症状是怎样的?,中医如何治疗小孩肺炎,0
457,肺气肿有哪些饮食原则？,肺气肿的饮食原则是什么？,1
458,怀孕期间感冒了推荐吃什么药,怀孕期间感冒推荐吃什么药,1
459,小儿推拿能否治疗支原体肺炎？,小儿推拿可以治支原体肺炎吗？,1
460,大补阴丸多少钱可以买到一盒呢,大补阴丸各大药店有售吗,0
461,请问气紧胸闷肺气肿怎么办？,肺气肿，胸闷，气短，怎么回事？,0
462,儿童经常呼吸道感染怎么办,呼吸道感染小孩能吃什么药？,0
463,德元堂肾衰宁颗粒是正品药吗,尿道炎能吃德元堂肾衰宁颗粒吗,0
464,小孩肺炎饮食需要注意哪些?,三岁小孩感冒得了肺炎吃点什么药好呢？,0
465,治疗肺气肿的特效药有哪些,什么药可以治疗肺气肿,1
466,肺气肿反复发作平时如何预防？,肺气肿传染吗？,0
467,变异性哮喘有没有最好的治疗方法?,什么是变异性哮喘,0
468,23价肺炎疫苗该打吗?,23价肺炎疫苗可以不打吗,1
469,肺气肿感染需要怎么治疗严重吗？,肺气肿感染要如何治疗很严重吗？,1
470,孩子上呼吸道感染引起反复发烧是什么引起的,孩子上呼道感染引起发烧的诱因是什么,1
471,复方甘草口服溶液适合什么人群使用,复方甘草口服溶液是甜的还是苦的,0
472,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕应该采取什么办法？,1
473,老年性人哮喘需要注意哪些问题？,患有哮喘的老年人要注意什么？,1
474,得了过敏性哮喘该怎么治？,得了过敏性哮喘会传染吗？,0
475,为什么会全身无力酸痛没劲。是感冒的前兆吗？,感冒跟全身无力酸痛没劲有什么关系吗,1
476,怎么缓解小儿支原体肺炎引起的咳嗽？,缓解小儿支原体肺炎引起的咳嗽有什么方法？,1
477,氟康唑胶囊的注意事项有哪些,服用氟康唑胶囊需要注意的事项有哪些,1
478,新康泰克通气鼻贴孕妇能用吗?,新康泰克通气鼻贴治鼻炎可以吗?,0
479,金桥千里光胶囊是不是抗生素来的,上呼吸道感染可以吃金桥千里光胶囊吗,0
480,宝宝有透明粘鼻涕需要处理吗,宝宝有透明粘鼻涕有什么方法,1
481,肺气肿能不能喝橄榄油？,肺气肿能不能吃羊肉,0
482,宝宝流鼻涕，属于感冒吗,宝宝流鼻涕咳嗽怎么办,0
483,你好我想咨询下利君沙颗粒怎么样,利君沙颗粒是什么,0
484,支原体衣原体尿道炎用罗红霉素怎么样,罗红霉素可以治疗支原体衣原体尿道炎吗,1
485,小孩细菌性感冒要几天才能好,小孩细菌性感冒有哪些症状,0
486,我儿子昨天就患有气管炎吃罗红霉素这个药治疗管用吗,罗红霉素治气管炎吗,1
487,这段时间扁桃体反复发炎该怎么办呢,冬天扁桃体经常发炎怎么回事,1
488,不动杆菌肺炎的症状有哪些,肺部感染鲍曼不动杆菌会怎么样？,0
489,23价肺炎疫苗该打吗?,23价肺炎疫苗可以不打吗,1
490,喝香雪牌抗病毒口服液会不会有什么危害的啊,抗病毒口服液是治疗呼吸道疾病的常用药吗,0
491,8个月宝宝高烧39度怎么办,5个月宝宝发烧39度怎么办？,0
492,得了小儿支原体肺炎应该注意什么？,怎么治疗小儿支原体肺炎？,0
493,怀孕45天，严重感冒怎么办,怀孕45天，严重感冒会不会发烧,0
494,孕妇咳嗽的厉害可以喝泻白糖浆吗,泻白糖浆治疗孕妇咳嗽有没有用,1
495,治胸膜炎用什么中成药好,治胸膜炎需要做什么检查,0
496,感冒了流鼻涕和流眼泪怎么办,感冒了流鼻涕和流眼泪该怎么做才好？,1
497,怀孕期间感冒了，应该怎么办？,怀孕期间感冒了喝红糖姜水管用吗,0
498,九个月的宝宝一直流鼻涕怎么办,九个月的宝宝老是流鼻涕该怎么做？,1
499,石家庄清热解毒软胶囊效果明显吗,吃石家庄清热解毒软胶囊忌辛辣油腻生冷食物吗,0
